date,credit_source,product,model,key,tool_action,user,requests,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,debited_usd,credited_usd,net_usd
2026-08-23,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:9ed483d794d2041d3d40a63870ac39c7d35c097c5825b55a29ed07eb355b7176,,Ole00007,22,2016459,86009,1708288,0,0,0,0
2026-08-23,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:c47fdbc3d09d4c583897bb92dfad8dac97d99138939ecaf48b82d945375da325,,Ole00007,20,1103224,28133,1003520,0,0,0,0
2026-08-24,Subscription credits,Hermes Agent,,,fal.queue.fal-ai.flux-2.klein.9b,Ole00007,1,0,0,0,0,0.01155,0,-0.01155
2026-08-24,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:61dbfcb28e08736b691ccb4e2c2e129685100ea55f55346f9e3252b744b4d1c3,,Ole00007,22,3465653,25826,3349760,0,0.0384578622,0,-0.0384578622
2026-08-24,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:eb630d6c577387b7f57bba3aad2a4718644d194245ba4efd19d7f6d41e1ae596,,Ole00007,37,4613918,15550,4292608,0,0.0556059791,0,-0.0556059791
2026-08-24,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:bcbac2bebf200f0e1588c1ab137e631e7fef4a2ae13ff41d83255f966221ff4d,,Ole00007,3,18190,31626,0,0,0,0,0
2026-08-24,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:c4fbaec6ab05e22fde920a871cd3439e3644ae4a987a7746e0b3fa52a7bfceab,,Ole00007,7,204071,16986,123584,0,0,0,0
2026-08-24,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:d73687ee377c5cc6193f4db02d4c6560f59968dc5878622cbbb9d73c9852e259,,Ole00007,4,637779,10554,617792,0,0,0,0
2026-08-24,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:eb630d6c577387b7f57bba3aad2a4718644d194245ba4efd19d7f6d41e1ae596,,Ole00007,60,3955233,199198,3332160,0,0,0,0
2026-08-24,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:ed4825de670db2d4d6a1ff2074e7f7747b47ba3b86bc602f08bae3f23299ab64,,Ole00007,48,4863635,223105,4187968,0,0,0,0
2026-08-25,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:85a8ee1be757c4ddc848069b5314e7be110b685545b6162056b850b510d487c7,,Ole00007,54,10887277,41782,10272000,0,0.1819341653,0,-0.1819341653
2026-08-25,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:48d8580b1d682978dd73e3187e2b971360d523fcf7b53d77d40564913bee3668,,Ole00007,9,205555,16185,129920,0,0,0,0
2026-08-26,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:4c4c9e0b01304569b2277195040cb9ae2cc2def34e611f6b6ed560054cf182ea,,Ole00007,32,4736141,26251,4443648,0,0.0800045729,0,-0.0800045729
2026-08-26,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:537c3366c7efef0c7ca09fe1db830fe7fc89c69636c2358f2ea14e915bc089f6,,Ole00007,30,5173863,32547,5050624,0,0.0777175914,0,-0.0777175914
2026-08-26,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:92e2d00bc69685a3db0bf9bf48fa72b4c438ee8fb257ee98c056eb5ba2c0c018,,Ole00007,36,2653293,34056,2406656,0,0.0526049796,0,-0.0526049796
2026-08-26,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:b0f2a3189f33ef313a9efcc12058c4b6ade7c238512595428d88ebaa95bf15ec,,Ole00007,23,2877352,28253,2706944,0,0.0498229,0,-0.0498229
2026-08-26,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:bd50a0e27f7c76fbb225f31922f7badab86b77d7266fa4a17f37c6dbf156395a,,Ole00007,35,6896823,14872,6796544,0,0.0965801886,0,-0.0965801886
2026-08-26,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:fa9f7decbe770814be3467b7d7022a5d930edb0de1b4f4024efdb579af9e8bce,,Ole00007,48,4724536,49705,4503040,0,0.0807176451,0,-0.0807176451
2026-08-26,Subscription credits,Hermes Agent,stepfun/step-3.7-flash:free,nas_jwt:4c4c9e0b01304569b2277195040cb9ae2cc2def34e611f6b6ed560054cf182ea,,Ole00007,2,2166,3699,0,0,0,0,0
2026-08-26,Subscription credits,Hermes Agent,stepfun/step-3.7-flash:free,nas_jwt:537c3366c7efef0c7ca09fe1db830fe7fc89c69636c2358f2ea14e915bc089f6,,Ole00007,1,229,3682,0,0,0,0,0
2026-08-26,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:4c4c9e0b01304569b2277195040cb9ae2cc2def34e611f6b6ed560054cf182ea,,Ole00007,7,76903,4798,46208,0,0,0,0
2026-08-26,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:537c3366c7efef0c7ca09fe1db830fe7fc89c69636c2358f2ea14e915bc089f6,,Ole00007,4,117196,20870,0,0,0,0,0
2026-08-26,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:bd50a0e27f7c76fbb225f31922f7badab86b77d7266fa4a17f37c6dbf156395a,,Ole00007,2,73069,13793,0,0,0,0,0
2026-08-26,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:d1513de0002151d81bb604da5bca26f26de00aeaed34e453eb66d313a0f22dc7,,Ole00007,7,58833,1441,40725,0,0,0,0
2026-08-27,Subscription credits,Hermes Agent,,,firecrawl.search,Ole00007,1,0,0,0,0,0,0,0
2026-08-27,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:41f5defa5f02f804bc1c467405cbb19bf7b83e7464a92f8a8f58acd9a483cdc2,,Ole00007,104,19294358,61770,18790144,0,0.2790059586,0,-0.2790059586
2026-08-27,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:e3c79c93804283da90794e138e1658be1ae4703255c679458a69bc43998b6358,,Ole00007,88,31877851,51655,31715840,0,0.4192801111,0,-0.4192801111
2026-08-27,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:e5203063e74cf54e053ecde0d250d3293deca8fae2d70c55dac44e68997182cc,,Ole00007,97,23197693,53597,23006208,0,0.3117133489,0,-0.3117133489
2026-08-27,Subscription credits,Hermes Agent,qwen/qwen3.6-35b-a3b,nas_jwt:1f81f0193de48cc6cb519083c21357da9b83b2066609df76b8c7730cbab74386,,Ole00007,11,529159,4733,176640,0,0.03867488,0,-0.03867488
2026-08-27,Subscription credits,Hermes Agent,qwen/qwen3.6-35b-a3b,nas_jwt:e5203063e74cf54e053ecde0d250d3293deca8fae2d70c55dac44e68997182cc,,Ole00007,1,35827,546,0,0,0.00325928,0,-0.00325928
2026-08-27,Subscription credits,Hermes Agent,stepfun/step-3.7-flash:free,nas_jwt:41f5defa5f02f804bc1c467405cbb19bf7b83e7464a92f8a8f58acd9a483cdc2,,Ole00007,1,1555,3937,0,0,0,0,0
2026-08-27,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:086ef491a8e04353e3426422f32ebb49790becf6df72e77069c1e8d36e1fce32,,Ole00007,15,894891,22553,809216,0,0,0,0
2026-08-27,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:472fc501086f70b635ca079bbd39fa7da5d884582d370fa7175e5f940cb4080a,,Ole00007,9,217431,19814,80064,0,0,0,0
2026-08-27,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:dd7aa1460d9c6b01926cb5205631debae291810fc3a6aba951b7d1d5104be8b2,,Ole00007,8,59674,4643,38528,0,0,0,0
2026-08-27,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:ee9640a62a2f40382db1f095789f43a45b07fe2dfdb5395199f60a661dd9e988,,Ole00007,1,59169,5070,0,0,0,0,0
2026-08-28,Subscription credits,Hermes Agent,,,browser-use.session,Ole00007,7,0,0,0,0,0.1441283295,0,-0.1441283295
2026-08-28,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:5930cf91d896b3351e4f0cc60c8853d311c35b1f33e8541c59b3ba07a49c13c8,,Ole00007,14,5312434,11277,4918272,0,0.0972417206,0,-0.0972417206
2026-08-28,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:83f9c650332dfb37ad52202b61776f757a814ad2d22e0a2beb568c9b8d68e0c5,,Ole00007,11,4091344,3854,3713280,0,0.0799883931,0,-0.0799883931
2026-08-28,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:bc9b4c724a0cfd80cf156a86a27b0eb3d62496ec3e742408186d023c0683987d,,Ole00007,29,7851886,13591,7802368,0,0.1136853348,0,-0.1136853348
2026-08-28,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:cd4b04ce08db41d66e9d2a6d439103ad67e91bc748614c4426ff9d1a966daef7,,Ole00007,43,12902643,42051,12535040,0,0.2054530307,0,-0.2054530307
2026-08-28,Subscription credits,Hermes Agent,stepfun/step-3.7-flash:free,nas_jwt:054af2ed11f75f1118f84dda66a09df5f8df9710c620b27bfefcba34fa9b3bea,,Ole00007,1,792,325,0,0,0,0,0
2026-08-28,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:054af2ed11f75f1118f84dda66a09df5f8df9710c620b27bfefcba34fa9b3bea,,Ole00007,19,2000036,46779,1833920,0,0,0,0
2026-08-28,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:0f7b12444896588a8a44f1501a1e973b65ec1bcb6e5ec223f9fdeadb39a72224,,Ole00007,10,100349,5653,69888,0,0,0,0
2026-08-28,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:294d296d075288b285bd63bf5b42bf5cc2fc671c6a7e08a03deb4237933549ca,,Ole00007,52,4248353,154259,3800384,0,0,0,0
2026-08-28,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:83f9c650332dfb37ad52202b61776f757a814ad2d22e0a2beb568c9b8d68e0c5,,Ole00007,1,4128,7034,0,0,0,0,0
2026-08-28,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:cd4b04ce08db41d66e9d2a6d439103ad67e91bc748614c4426ff9d1a966daef7,,Ole00007,5,31914,900,23744,0,0,0,0
2026-08-28,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:e4f7a92ce50884f4c7f52d55c3488b6b8a7c14c587157bf178aead883dc8a103,,Ole00007,3,24867,2130,13632,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,,,browser-use.session,Ole00007,3,0,0,0,0,0.0135752106,0,-0.0135752106
2026-08-29,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:42551f0f8d1dc831a9f8f77f2e1969d766f0ab305b36dc7490523c0e701a8104,,Ole00007,159,43142258,146142,42550272,0,0.6163127016,0,-0.6163127016
2026-08-29,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:57db6206ba25f6dadcb400195d35d14e02bcd293c1149979ffa1ff822ab8c030,,Ole00007,250,26072162,163867,25170176,0,0.4111085214,0,-0.4111085214
2026-08-29,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:c9e33c4a6dea43f5eefd1896418a766f940dd06075950aec43f0160b4ad858c8,,Ole00007,76,18133222,49600,17691136,0,0.2668327994,0,-0.2668327994
2026-08-29,Subscription credits,Hermes Agent,stepfun/step-3.7-flash:free,nas_jwt:c9e33c4a6dea43f5eefd1896418a766f940dd06075950aec43f0160b4ad858c8,,Ole00007,3,2583,4355,0,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:57db6206ba25f6dadcb400195d35d14e02bcd293c1149979ffa1ff822ab8c030,,Ole00007,11,83455,3825,72384,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:83907fce38d4ea59949a1f1b92c1f2384c47de8910e18a7db7b656037944ca6d,,Ole00007,3,457871,3113,448320,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:a34508eecf65395c64041bc16a87d32406335efadd0a9c537e1523a34838c6f4,,Ole00007,8,62280,3635,41216,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:b28391ec722360cfa0f5a5c3058255d5892871aa742060e79c2058cba97b574e,,Ole00007,5,47488,3228,34112,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:c8c6e7d914d795ae235d0517b147db3b15de3b66499063c3a3449cdd5340fcb4,,Ole00007,23,1857624,121807,1451456,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,tencent/hy3:free,nas_jwt:ef8c90ea64e57aa618ec801112a1ef506035e52e09bcb4782330b527ff540031,,Ole00007,28,2238749,144243,1608000,0,0,0,0
2026-08-29,Subscription credits,Hermes Agent,x-ai/grok-4.5,nas_jwt:a34508eecf65395c64041bc16a87d32406335efadd0a9c537e1523a34838c6f4,,Ole00007,1,88020,1037,0,0,0.1463904,0,-0.1463904
2026-08-29,Subscription credits,Hermes Agent,x-ai/grok-4.5,nas_jwt:ef8c90ea64e57aa618ec801112a1ef506035e52e09bcb4782330b527ff540031,,Ole00007,5,502252,4103,480896,0,0.17200064,0,-0.17200064
2026-08-30,Subscription credits,Hermes Agent,,,browser-use.session,Ole00007,9,0,0,0,0,0.0969669777,0,-0.0969669777
2026-08-30,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:02f2d5a911621740435f84c1b0394b0a864139ee99887c73b0581a2ded736557,,Ole00007,51,14032110,46144,13521920,0,0.2094096229,0,-0.2094096229
2026-08-30,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:27d0606f392628be74119d6fab004ee6f82c170c6238424e4e62d9c078641aaa,,Ole00007,47,8842200,24239,8591104,0,0.128364034,0,-0.128364034
2026-08-30,Subscription credits,Hermes Agent,deepseek/deepseek-v4-flash,nas_jwt:42e5e49c7322a8451d5f3656c5263aea042b252038d2f95088d243bb82aea45c,,Ole00007,33,2322100,25104,2035456,0,0.0479932637,0,-0.0479932637
